id,author,description,guid,to,likecount,link,pubdate,replycount,title,authorChannelUrl
664,@sohibbbc1659,"kenapa si yg melakukan hal2 kaya gini gak di pecat secara tidak hormat, makin lucu mereka yg bekerja di pemerintahan melakukan pelanggaran dianggap wajar2 saja tanpa ada nya sangsi yg tegas.",Ugz3P8SMDL4J2XzIzDR4AaABAg,,69,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz3P8SMDL4J2XzIzDR4AaABAg,4/29/2024 9:26,10,"kenapa si yg melakukan hal2 kaya gini gak di pecat secara tidak hormat, makin lucu mereka yg bekerja di pemerintahan melakukan pelanggaran dianggap wajar2 saja tanpa ada nya sangsi yg tegas.",http://www.youtube.com/@sohibbbc1659
665,@ozavera5026,"Ah utang banyak, segala sumber dana musti dikejar jar jar",Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2on_Ugo1U1,@sohibbbc1659,3,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2on_Ugo1U1,4/29/2024 10:13,0,"Ah utang banyak, segala sumber dana musti dikejar jar jar",http://www.youtube.com/@ozavera5026
666,@malvin0123,"Kenapa dipecat? Mereka melakukannya sesuai aturan perundangan yg berlaku dibuat pemerintah.. Gratis krn skrg sdh viral banyak netizen mengkritik, baru dicari alasan untuk bisa gratis tp aturannya(UU) masih ada..",Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2orFHmR9D7,@sohibbbc1659,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2orFHmR9D7,4/29/2024 10:45,0,"Kenapa dipecat? Mereka melakukannya sesuai aturan perundangan yg berlaku dibuat pemerintah.. Gratis krn skrg sdh viral banyak netizen mengkritik, baru dicari alasan untuk bisa gratis tp aturannya(UU) masih ada..",http://www.youtube.com/@malvin0123
667,@sohibbbc1659,"@@malvin0123 kalau sesuai aturan kenapa digratisin kocak loe, peraturan ya peraturan masa dilanggar.",Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2oxiDMsiWZ,@sohibbbc1659,2,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2oxiDMsiWZ,4/29/2024 11:41,0,"@@malvin0123 kalau sesuai aturan kenapa digratisin kocak loe, peraturan ya peraturan masa dilanggar.",http://www.youtube.com/@sohibbbc1659
668,@Ismail-xz5gl,"Kalau bisa menguntungkan bersama artinya sama2 dapat,ya nggak dipecat.Masa pd lupa,hukuman koruptor kakap pun bisa diperpendek dg uang.Fasilitas vip juga bisa dibeli di penjara.Jalan2 keluar juga bisa diatur dg uang.Apalagi cuma pungli di lembaga,meski jmlhnya besar.Artinya pejabat mana yg akan memecat pelaku pungli bea cukai ini.😅",Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2p1WCHG4NE,@sohibbbc1659,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2p1WCHG4NE,4/29/2024 12:23,0,"Kalau bisa menguntungkan bersama artinya sama2 dapat,ya nggak dipecat.Masa pd lupa,hukuman koruptor kakap pun bisa diperpendek dg uang.Fasilitas vip juga bisa dibeli di penjara.Jalan2 keluar juga bisa diatur dg uang.Apalagi cuma pungli di lembaga,meski jmlhnya besar.Artinya pejabat mana yg akan memecat pelaku pungli bea cukai ini.😅",http://www.youtube.com/@Ismail-xz5gl
669,@blueishtae7370,@@malvin0123 jd mesti viral biar gratis...,Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2p4tJSHQ-t,@sohibbbc1659,3,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz3P8SMDL4J2XzIzDR4AaABAg.A2oiBoIjb9DA2p4tJSHQ-t,4/29/2024 12:53,0,@@malvin0123 jd mesti viral biar gratis...,http://www.youtube.com/@blueishtae7370
670,@ridhamaulana1611,Bea cukai harus di Audit.,UgzMY8XI2L4E63Tjxld4AaABAg,,50,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzMY8XI2L4E63Tjxld4AaABAg,4/29/2024 9:25,2,Bea cukai harus di Audit.,http://www.youtube.com/@ridhamaulana1611
671,@risn5478,Yang auditnya siapa? Ya orang mereka-mereka juga 😂,UgzMY8XI2L4E63Tjxld4AaABAg.A2oi6Ho4NwPA2olxBuQv5X,@ridhamaulana1611,2,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzMY8XI2L4E63Tjxld4AaABAg.A2oi6Ho4NwPA2olxBuQv5X,4/29/2024 9:58,0,Yang auditnya siapa? Ya orang mereka-mereka juga 😂,http://www.youtube.com/@risn5478
672,@ridhamaulana1611,@@risn5478 iya bener juga tuh 😆,UgzMY8XI2L4E63Tjxld4AaABAg.A2oi6Ho4NwPA2qRxUvxjIy,@ridhamaulana1611,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzMY8XI2L4E63Tjxld4AaABAg.A2oi6Ho4NwPA2qRxUvxjIy,4/30/2024 1:33,0,@@risn5478 iya bener juga tuh 😆,http://www.youtube.com/@ridhamaulana1611
673,@KangAsepBurayut,Audit bea cukai sampai ke pegawainya..,Ugxqzmyug39t76A_1sF4AaABAg,,9,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugxqzmyug39t76A_1sF4AaABAg,4/29/2024 9:25,1,Audit bea cukai sampai ke pegawainya..,http://www.youtube.com/@KangAsepBurayut
674,@tangtainment,bea cukai sarang koruptor terbesar pasti triliunan,Ugxqzmyug39t76A_1sF4AaABAg.A2oi50skW4yA2okyA1uKzL,@KangAsepBurayut,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugxqzmyug39t76A_1sF4AaABAg.A2oi50skW4yA2okyA1uKzL,4/29/2024 9:50,0,bea cukai sarang koruptor terbesar pasti triliunan,http://www.youtube.com/@tangtainment
675,@AsiuwwKherkher,Pecat pecatin aja udh Ribet amat,Ugz2xdF1aTCc4vM_LQB4AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugz2xdF1aTCc4vM_LQB4AaABAg,4/29/2024 9:25,0,Pecat pecatin aja udh Ribet amat,http://www.youtube.com/@AsiuwwKherkher
676,@JualTanahMurah99,Buat apa Bu menteri pelayanan klo bea dikenakan tinggi 😅😅,UgyfTPCuV7AvMuQYPqh4AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyfTPCuV7AvMuQYPqh4AaABAg,4/29/2024 9:25,0,Buat apa Bu menteri pelayanan klo bea dikenakan tinggi 😅😅,http://www.youtube.com/@JualTanahMurah99
677,@discool9427,"Di luar negeri sekolah saja gratis,,lha ini alatnya saja apalagi untuk SLB harus diperas... mirisnya negeri Konoha",Ugy5ceQl0mgQ_zblo0l4AaABAg,,102,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy5ceQl0mgQ_zblo0l4AaABAg,4/29/2024 9:24,15,"Di luar negeri sekolah saja gratis,,lha ini alatnya saja apalagi untuk SLB harus diperas... mirisnya negeri Konoha",http://www.youtube.com/@discool9427
678,@AkhiAkhi-fs2jt,Lumayan buat pemasukan entah kemana..,Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2olOsJTibv,@discool9427,2,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2olOsJTibv,4/29/2024 9:54,0,Lumayan buat pemasukan entah kemana..,http://www.youtube.com/@AkhiAkhi-fs2jt
679,@wartinisbg6292,"disini juga gratisss,sudah gratis masih dapat bea siswa jutaan,juga ada bidik misi,ada bip",Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2omTXjqi71,@discool9427,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2omTXjqi71,4/29/2024 10:03,0,"disini juga gratisss,sudah gratis masih dapat bea siswa jutaan,juga ada bidik misi,ada bip",http://www.youtube.com/@wartinisbg6292
680,@vinschiffer290,​@@wartinisbg6292😂 lucu komen nya udh tau negara gabener masi aja dibela,Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2opCov29sw,@discool9427,6,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2opCov29sw,4/29/2024 10:27,0,​@@wartinisbg6292😂 lucu komen nya udh tau negara gabener masi aja dibela,http://www.youtube.com/@vinschiffer290
681,@suparmi1982,6,Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2opnzLl_c_,@discool9427,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2opnzLl_c_,4/29/2024 10:32,0,6,http://www.youtube.com/@suparmi1982
682,@imansantosa6331,​@@wartinisbg6292wong aneh,Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2oqDFKveY8,@discool9427,3,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy5ceQl0mgQ_zblo0l4AaABAg.A2oi16ZILOTA2oqDFKveY8,4/29/2024 10:36,0,​@@wartinisbg6292wong aneh,http://www.youtube.com/@imansantosa6331
683,@DeLFerro508,"Banyak dosanya kerja di pajak ni, jauhilah kerja disini, kadang sistim yg bikin orang benar jadi salah, jika kamu org yg cerdas dan pintar keluar dan cari kerja yg lain.",Ugxh6x3KI85mvL5DSSd4AaABAg,,39,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugxh6x3KI85mvL5DSSd4AaABAg,4/29/2024 9:24,3,"Banyak dosanya kerja di pajak ni, jauhilah kerja disini, kadang sistim yg bikin orang benar jadi salah, jika kamu org yg cerdas dan pintar keluar dan cari kerja yg lain.",http://www.youtube.com/@DeLFerro508
684,@JagurYuk,"Dalam hukum IsIam, haram kerja di bea cukai dan pajak. Diancam neraka oleh Allah Ta\'ala.",Ugxh6x3KI85mvL5DSSd4AaABAg.A2oi0SZCobqA2om7UDFCb5,@DeLFerro508,4,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugxh6x3KI85mvL5DSSd4AaABAg.A2oi0SZCobqA2om7UDFCb5,4/29/2024 10:00,0,"Dalam hukum IsIam, haram kerja di bea cukai dan pajak. Diancam neraka oleh Allah Ta\'ala.",http://www.youtube.com/@JagurYuk
685,@skyblue4089,"Justru kerjaan ini perlu dapetin pekerja baru, khususnya pekerja yg jujur.",Ugxh6x3KI85mvL5DSSd4AaABAg.A2oi0SZCobqA2qQlBlZzuE,@DeLFerro508,2,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugxh6x3KI85mvL5DSSd4AaABAg.A2oi0SZCobqA2qQlBlZzuE,4/30/2024 1:23,0,"Justru kerjaan ini perlu dapetin pekerja baru, khususnya pekerja yg jujur.",http://www.youtube.com/@skyblue4089
686,@TruthSeekers13,​@@skyblue4089Gak ada itu di indonesia,Ugxh6x3KI85mvL5DSSd4AaABAg.A2oi0SZCobqA3AOtxr_Q4S,@DeLFerro508,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugxh6x3KI85mvL5DSSd4AaABAg.A2oi0SZCobqA3AOtxr_Q4S,5/8/2024 4:51,0,​@@skyblue4089Gak ada itu di indonesia,http://www.youtube.com/@TruthSeekers13
687,@deliari11,👏👏👏 emang ga ada malunya,UgxyPjr5DtRWlO9AUjJ4AaABAg,,34,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxyPjr5DtRWlO9AUjJ4AaABAg,4/29/2024 9:24,0,👏👏👏 emang ga ada malunya,http://www.youtube.com/@deliari11
688,@botakbiadap39,Emang top dah kerjaan ente 🤣🤣🤣,UgwNrONv_eKkTxjEYQt4AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwNrONv_eKkTxjEYQt4AaABAg,4/29/2024 9:23,0,Emang top dah kerjaan ente 🤣🤣🤣,http://www.youtube.com/@botakbiadap39
689,@Lilikmugiarto-yn3lq,Pokoknya ga pandang bulu.. mau buat SLB juga sikat.. yang penting ada uang masuk.. hajar bea CUK....,UgynKenT3rakNmSnLwF4AaABAg,,95,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgynKenT3rakNmSnLwF4AaABAg,4/29/2024 9:23,9,Pokoknya ga pandang bulu.. mau buat SLB juga sikat.. yang penting ada uang masuk.. hajar bea CUK....,http://www.youtube.com/@Lilikmugiarto-yn3lq
690,@prabowobi2102,Betul sekali pokoknya uang masuk!!,UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2onl6NvooT,@Lilikmugiarto-yn3lq,4,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2onl6NvooT,4/29/2024 10:14,0,Betul sekali pokoknya uang masuk!!,http://www.youtube.com/@prabowobi2102
691,@ihanihanbryan9137,Bea cukai terlahir institusi paling kaya dan makmur kakehan pungli korupsi,UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2onlnMnoS7,@Lilikmugiarto-yn3lq,6,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2onlnMnoS7,4/29/2024 10:14,0,Bea cukai terlahir institusi paling kaya dan makmur kakehan pungli korupsi,http://www.youtube.com/@ihanihanbryan9137
692,@user-lm6yn2or7u,Gilaaaa ya kejam parah,UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2oqk_UiPE-,@Lilikmugiarto-yn3lq,2,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2oqk_UiPE-,4/29/2024 10:40,0,Gilaaaa ya kejam parah,http://www.youtube.com/@user-lm6yn2or7u
693,@Ismail-xz5gl,"Terus narkoba begitu nyk beredar dr luar negeri ini,masa semua diselundupkan lewat jln tikus ?Apa pintu bea cukai juga bisa dibuka dg besarnya uang?",UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2p0WTJpSML,@Lilikmugiarto-yn3lq,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2p0WTJpSML,4/29/2024 12:14,0,"Terus narkoba begitu nyk beredar dr luar negeri ini,masa semua diselundupkan lewat jln tikus ?Apa pintu bea cukai juga bisa dibuka dg besarnya uang?",http://www.youtube.com/@Ismail-xz5gl
694,@pemudabatak4421,"Definisi ""kalo bs dipersulit ngapain d permudah"" wkwk biar dapet ini itu 🥱",UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2p4Re-8RmX,@Lilikmugiarto-yn3lq,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgynKenT3rakNmSnLwF4AaABAg.A2ohsuI6l1BA2p4Re-8RmX,4/29/2024 12:49,0,"Definisi ""kalo bs dipersulit ngapain d permudah"" wkwk biar dapet ini itu 🥱",http://www.youtube.com/@pemudabatak4421
695,@zaichannel3342,"Itulah kelucuan negeri Konoha, ngebantu ga mau giliraan ada yg mau bantu di bikin susah,",UgxQjE97VIDvq7zh6JN4AaABAg,,102,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxQjE97VIDvq7zh6JN4AaABAg,4/29/2024 9:23,11,"Itulah kelucuan negeri Konoha, ngebantu ga mau giliraan ada yg mau bantu di bikin susah,",http://www.youtube.com/@zaichannel3342
696,@Bobok_kuasa,Pemerintah kok meresahkan rakyat.,UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2oj30EotqT,@zaichannel3342,14,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2oj30EotqT,4/29/2024 9:33,0,Pemerintah kok meresahkan rakyat.,http://www.youtube.com/@Bobok_kuasa
697,@Praseti0,"Pendidikan moral yang rendah, jgn hanya salahkan pemerintah, tapi individu. Kalo semua rakyat tidak merah dengan uang dan memiliki tangung jawab thdp pekerjaan tidak akan terjadi hal merugikan, jgnkan di pemerintahan skrng juga banyak oknum mau kerja saja harus bayar dlu. Prilaku seperti ini sudah ada sjk jaman dlu, kita bukan di jajah oleh belnda tapi rakyat memlki jabatan dlu yang menjajh ngri sndri. Hasilnya skrng tidak jauh beda. Jaganya sesama manusia kepda tuhan sndri tidak takut.",UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2okrgQHt39,@zaichannel3342,6,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2okrgQHt39,4/29/2024 9:49,0,"Pendidikan moral yang rendah, jgn hanya salahkan pemerintah, tapi individu. Kalo semua rakyat tidak merah dengan uang dan memiliki tangung jawab thdp pekerjaan tidak akan terjadi hal merugikan, jgnkan di pemerintahan skrng juga banyak oknum mau kerja saja harus bayar dlu. Prilaku seperti ini sudah ada sjk jaman dlu, kita bukan di jajah oleh belnda tapi rakyat memlki jabatan dlu yang menjajh ngri sndri. Hasilnya skrng tidak jauh beda. Jaganya sesama manusia kepda tuhan sndri tidak takut.",http://www.youtube.com/@Praseti0
698,@Rhidayah,"Mngkin sengaja, biar masyarakat ny ga maju2. Dan milih pemerintah ny itu2 lagi 😂",UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2okvYcw5Wv,@zaichannel3342,4,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2okvYcw5Wv,4/29/2024 9:49,0,"Mngkin sengaja, biar masyarakat ny ga maju2. Dan milih pemerintah ny itu2 lagi 😂",http://www.youtube.com/@Rhidayah
699,@kristinasimanjuntak1951,"Bea cukai makin kesini makin kesana ya.. selagi menjabat, percepatan kekayaanpun harus cepat masuk.. kejar target gitu istilahnya.😅😅😅",UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2oldkahm91,@zaichannel3342,6,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2oldkahm91,4/29/2024 9:56,0,"Bea cukai makin kesini makin kesana ya.. selagi menjabat, percepatan kekayaanpun harus cepat masuk.. kejar target gitu istilahnya.😅😅😅",http://www.youtube.com/@kristinasimanjuntak1951
700,@user-vj7te3nr7v,"Satu kata cukup ""MEMALUKAN""​@@kristinasimanjuntak1951",UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2omaf9sod9,@zaichannel3342,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxQjE97VIDvq7zh6JN4AaABAg.A2ohqiAuh28A2omaf9sod9,4/29/2024 10:04,0,"Satu kata cukup ""MEMALUKAN""​@@kristinasimanjuntak1951",http://www.youtube.com/@user-vj7te3nr7v
701,@budi6445,Lembaga pekok sarang koruptor,UgzSe5gd8kzlcREpAv54AaABAg,,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgzSe5gd8kzlcREpAv54AaABAg,4/29/2024 9:21,0,Lembaga pekok sarang koruptor,http://www.youtube.com/@budi6445
702,@muhammadhidayat4460,"ginilah klo udh banyak utang, dikit2 rakyatnya diperas",UgwjoDPbTqPab5v4Z_R4AaABAg,,41,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwjoDPbTqPab5v4Z_R4AaABAg,4/29/2024 9:20,5,"ginilah klo udh banyak utang, dikit2 rakyatnya diperas",http://www.youtube.com/@muhammadhidayat4460
703,@Zzzzzxx_,"Jepang kagak tuh walaupun hutangnya jauh lebih tinggi dari indo, emang bea cukai aja yang agak lucu fungsi kagak nyusahin iya mending rombak lagi udah tuh institusi",UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2ojh4_FHcn,@muhammadhidayat4460,2,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2ojh4_FHcn,4/29/2024 9:39,0,"Jepang kagak tuh walaupun hutangnya jauh lebih tinggi dari indo, emang bea cukai aja yang agak lucu fungsi kagak nyusahin iya mending rombak lagi udah tuh institusi",http://www.youtube.com/@Zzzzzxx_
704,@rumahkuidamanku697,Komen bloon🤣🤣,UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2olDs4p1ED,@muhammadhidayat4460,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2olDs4p1ED,4/29/2024 9:52,0,Komen bloon🤣🤣,http://www.youtube.com/@rumahkuidamanku697
705,@donquixoteflamingo5607,"​@@Zzzzzxx_jepang?liat rata2 IQ nya brp, liat kemajuan pendidikannya, kesejahteraannya, jjauh😂",UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2olPU6Hnf6,@muhammadhidayat4460,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2olPU6Hnf6,4/29/2024 9:54,0,"​@@Zzzzzxx_jepang?liat rata2 IQ nya brp, liat kemajuan pendidikannya, kesejahteraannya, jjauh😂",http://www.youtube.com/@donquixoteflamingo5607
706,@emeraldoramadhan1028,@@Zzzzzxx_ya jepang itu utang nya ke dalam negeri cuk beda kalo indon ke cina,UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2omBFbae2Q,@muhammadhidayat4460,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2omBFbae2Q,4/29/2024 10:00,0,@@Zzzzzxx_ya jepang itu utang nya ke dalam negeri cuk beda kalo indon ke cina,http://www.youtube.com/@emeraldoramadhan1028
707,@sabunlfboy2495,lihat pendapatan perkapita nya dan status negara maju nya​@@Zzzzzxx_,UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2opchA7Gai,@muhammadhidayat4460,0,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgwjoDPbTqPab5v4Z_R4AaABAg.A2oh_l-4KhFA2opchA7Gai,4/29/2024 10:31,0,lihat pendapatan perkapita nya dan status negara maju nya​@@Zzzzzxx_,http://www.youtube.com/@sabunlfboy2495
708,@allyshanuhrozy738,Ya alloh kok bencana aja si🤔🤔🤔,Ugy7OWHNU4IgKXq2gGd4AaABAg,,4,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy7OWHNU4IgKXq2gGd4AaABAg,4/29/2024 9:18,0,Ya alloh kok bencana aja si🤔🤔🤔,http://www.youtube.com/@allyshanuhrozy738
709,@ibuefeni5718,"pemerintah Indonesia sungguh terlalu, semuanya di kenakan,biaya bea cukai,",Ugy5yLeht-7WksVF9gd4AaABAg,,25,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugy5yLeht-7WksVF9gd4AaABAg,4/29/2024 9:17,0,"pemerintah Indonesia sungguh terlalu, semuanya di kenakan,biaya bea cukai,",http://www.youtube.com/@ibuefeni5718
710,@ErwinCimo,Pajak bumi pun bersalahan,UgxhU8emSa3q7dmwRmV4AaABAg,,1,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxhU8emSa3q7dmwRmV4AaABAg,4/29/2024 9:17,0,Pajak bumi pun bersalahan,http://www.youtube.com/@ErwinCimo
711,@JKT00721,"Parah kerja bea cukai masalah ini harus menteri turun tangan, mana penjabatnya kerja ga. Apa harus presiden juga dateng. Kerja pake etika da n hati nurani untuk rakyat.",Ugw4lSKy8pDyKGHokHt4AaABAg,,31,https://www.youtube.com/watch?v=thptjzpQy4I&lc=Ugw4lSKy8pDyKGHokHt4AaABAg,4/29/2024 9:11,0,"Parah kerja bea cukai masalah ini harus menteri turun tangan, mana penjabatnya kerja ga. Apa harus presiden juga dateng. Kerja pake etika da n hati nurani untuk rakyat.",http://www.youtube.com/@JKT00721
712,@king_the_wildfire1284,Peras terus boss,UgyCzeUjSyid3F7FbdF4AaABAg,,8,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgyCzeUjSyid3F7FbdF4AaABAg,4/29/2024 9:10,0,Peras terus boss,http://www.youtube.com/@king_the_wildfire1284
713,@DanuHandinata,Bea cukai bikin rakyat miskin g jelas.,UgxUyK4sZLnuERIC4ph4AaABAg,,2,https://www.youtube.com/watch?v=thptjzpQy4I&lc=UgxUyK4sZLnuERIC4ph4AaABAg,4/29/2024 9:10,0,Bea cukai bikin rakyat miskin g jelas.,http://www.youtube.com/@DanuHandinata
714,@user-zq5ie3we2m,jangan mancing amarah masyarakat habis tu gedung bea cukai kebakar,UgyT8q6YiIvX0Jzu2xZ4AaABAg,,0,https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyT8q6YiIvX0Jzu2xZ4AaABAg,5/8/2024 6:17,0,jangan mancing amarah masyarakat habis tu gedung bea cukai kebakar,http://www.youtube.com/@user-zq5ie3we2m
715,@ns4tofficial276,"gw pernah denger dijalan ada org ngobrol soal bea cukai, ada permainan orang dalam buat ambil barang dr bea cukai, nanti barang nya dijual lagi ama dia. ternyata bener setelah liat berita ini, banyak maling, cuma aksi nya yg berbeda2",UgxIzuyQdQ4UHH7jkTh4AaABAg,,0,https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxIzuyQdQ4UHH7jkTh4AaABAg,5/7/2024 23:48,0,"gw pernah denger dijalan ada org ngobrol soal bea cukai, ada permainan orang dalam buat ambil barang dr bea cukai, nanti barang nya dijual lagi ama dia. ternyata bener setelah liat berita ini, banyak maling, cuma aksi nya yg berbeda2",http://www.youtube.com/@ns4tofficial276
716,@sahrohman6166,Kasihan udah kena bea cukai paket nya rusak 😅,UgwmEF4DBBa3gXFMVFN4AaABAg,,0,https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgwmEF4DBBa3gXFMVFN4AaABAg,5/7/2024 13:44,0,Kasihan udah kena bea cukai paket nya rusak 😅,http://www.youtube.com/@sahrohman6166
717,@Hanmoon850,Tai babi lah semua nya najis dan HARAM LU ORANG SEMUA. PEJABAT BEA CUKAI DAN KEUANGAN. SEMOGA TUHAN MAHA KUASA MENGALAHKAN ALLOH DAN MENGHUKUM KALIAN SEMUA. KARENA SELAMA INI ALLOH DIEM AJA.,UgyeNBrSavmAVhIBVJt4AaABAg,,0,https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgyeNBrSavmAVhIBVJt4AaABAg,5/7/2024 12:58,0,Tai babi lah semua nya najis dan HARAM LU ORANG SEMUA. PEJABAT BEA CUKAI DAN KEUANGAN. SEMOGA TUHAN MAHA KUASA MENGALAHKAN ALLOH DAN MENGHUKUM KALIAN SEMUA. KARENA SELAMA INI ALLOH DIEM AJA.,http://www.youtube.com/@Hanmoon850
718,@WAN_GAMING_ID,Enak betul klo ga viral tetap ditahan tu mainan dan sepatu.. yg lainnya (ga viral) gmna bos?,UgxCUMeQior6UZxCCEl4AaABAg,,0,https://www.youtube.com/watch?v=q5MZIa3LwxM&lc=UgxCUMeQior6UZxCCEl4AaABAg,5/7/2024 11:44,0,Enak betul klo ga viral tetap ditahan tu mainan dan sepatu.. yg lainnya (ga viral) gmna bos?,http://www.youtube.com/@WAN_GAMING_ID
